timestamp,source_node,destination_node,latency_ms,end_to_end_latency_ms,bandwidth_mbps,utilization_percent
0,27,6,50.07,95.2,292.19,35.32
0,27,3,50.07,84.81,292.19,35.32
0,27,11,50.07,87.12,292.19,35.32
0,28,26,43.64,102.27,298.8,46.23
0,28,25,43.64,97.46,298.8,46.23
0,28,18,43.64,89.58,298.8,46.23
0,28,8,43.64,96.3,298.8,46.23
0,29,14,42.28,88.84,319.77,36.45
0,29,15,42.28,106.62,319.77,36.45
0,29,12,42.28,94.82,319.77,36.45
0,29,7,42.28,89.68,319.77,36.45
1,0,2,50.02,101.84,271.88,67.27
1,0,10,50.02,111.67,271.88,67.27
1,0,11,50.02,82.68,271.88,67.27
1,0,17,50.02,116.35,271.88,67.27
1,1,2,53.07,92.48,309.15,54.6
1,1,9,53.07,114.31,309.15,54.6
1,1,13,53.07,104.66,309.15,54.6
1,1,29,53.07,107.15,309.15,54.6
1,2,25,19.73,72.18,349.75,34.41
1,2,0,19.73,63.31,349.75,34.41
1,2,12,19.73,63.74,349.75,34.41
1,2,3,19.73,70.47,349.75,34.41
1,3,20,40.05,76.59,314.07,73.28
1,3,11,40.05,113.32,314.07,73.28
1,3,21,40.05,101.47,314.07,73.28
1,3,14,40.05,95.99,314.07,73.28
1,4,14,58.55,117.32,388.74,8.11
1,4,26,58.55,103.05,388.74,8.11
1,4,7,58.55,97.34,388.74,8.11
1,4,5,58.55,111.02,388.74,8.11
1,5,29,58.45,103.15,388.6,73.17
1,5,15,58.45,105.05,388.6,73.17
1,5,27,58.45,109.74,388.6,73.17
1,5,18,58.45,103.9,388.6,73.17
1,6,3,59.89,112.31,342.63,25.46
1,6,8,59.89,124.2,342.63,25.46
1,6,21,59.89,123.57,342.63,25.46
1,6,26,59.89,100.21,342.63,25.46
1,7,18,34.04,72.53,314.84,51.56
1,7,22,34.04,91.47,314.84,51.56
1,7,8,34.04,82.07,314.84,51.56
1,7,24,34.04,95.68,314.84,51.56
1,8,23,57.1,107.51,271.87,55.95
1,8,24,57.1,115.02,271.87,55.95
1,8,6,57.1,96.78,271.87,55.95
1,8,19,57.1,131.81,271.87,55.95
1,9,6,52.52,106.57,293.43,58.87
1,9,11,52.52,103.62,293.43,58.87
1,9,20,52.52,95.75,293.43,58.87
1,9,21,52.52,108.06,293.43,58.87
1,10,27,47.48,105.17,360.35,77.35
1,10,6,47.48,109.8,360.35,77.35
1,10,14,47.48,127.25,360.35,77.35
1,10,0,47.48,86.68,360.35,77.35
1,11,2,50.04,86.74,358.08,57.0
1,11,4,50.04,102.06,358.08,57.0
1,11,15,50.04,118.61,358.08,57.0
1,11,29,50.04,104.02,358.08,57.0
1,12,3,49.27,105.66,287.33,69.62
1,12,7,49.27,103.98,287.33,69.62
1,12,27,49.27,101.97,287.33,69.62
1,12,19,49.27,82.18,287.33,69.62
1,13,22,41.09,90.92,311.71,66.58
1,13,7,41.09,98.46,311.71,66.58
1,13,14,41.09,113.47,311.71,66.58
1,13,29,41.09,111.64,311.71,66.58
1,14,10,42.57,95.51,438.19,55.7
1,14,20,42.57,104.92,438.19,55.7
1,14,15,42.57,102.58,438.19,55.7
1,14,11,42.57,93.86,438.19,55.7
1,15,28,55.14,123.66,312.74,47.89
1,15,8,55.14,123.89,312.74,47.89
1,15,20,55.14,102.53,312.74,47.89
1,15,19,55.14,114.62,312.74,47.89
1,16,29,48.15,97.21,413.05,40.67
1,16,22,48.15,107.64,413.05,40.67
1,16,15,48.15,88.31,413.05,40.67
1,16,7,48.15,106.52,413.05,40.67
1,17,0,47.29,104.46,283.14,53.43
1,17,23,47.29,87.1,283.14,53.43
1,17,29,47.29,108.11,283.14,53.43
1,17,27,47.29,83.61,283.14,53.43
1,18,25,48.93,93.71,275.68,37.83
1,18,7,48.93,80.71,275.68,37.83
1,18,16,48.93,99.17,275.68,37.83
1,18,3,48.93,104.4,275.68,37.83
1,19,24,43.59,97.69,304.54,55.47
1,19,22,43.59,91.99,304.54,55.47
1,19,16,43.59,96.46,304.54,55.47
1,19,2,43.59,92.55,304.54,55.47
1,20,25,66.64,102.56,303.05,50.24
1,20,6,66.64,108.89,303.05,50.24
1,20,1,66.64,102.84,303.05,50.24
1,20,26,66.64,118.96,303.05,50.24
1,21,22,44.12,92.32,270.78,33.92
1,21,0,44.12,88.82,270.78,33.92
1,21,12,44.12,102.6,270.78,33.92
1,21,29,44.12,98.25,270.78,33.92
1,22,0,44.7,86.62,311.4,46.92
1,22,6,44.7,92.46,311.4,46.92
1,22,27,44.7,93.64,311.4,46.92
1,22,17,44.7,89.08,311.4,46.92
1,23,7,57.73,102.94,299.35,71.78
1,23,8,57.73,107.66,299.35,71.78
1,23,17,57.73,108.37,299.35,71.78
1,23,5,57.73,102.85,299.35,71.78
1,24,5,38.51,76.38,283.85,24.91
1,24,7,38.51,90.84,283.85,24.91
1,24,22,38.51,75.65,283.85,24.91
1,24,6,38.51,91.79,283.85,24.91
1,25,3,44.0,105.36,389.73,58.44
1,25,12,44.0,98.01,389.73,58.44
1,25,14,44.0,96.85,389.73,58.44
1,25,2,44.0,85.93,389.73,58.44
1,26,1,51.32,98.47,203.51,45.97
1,26,28,51.32,107.15,203.51,45.97
1,26,4,51.32,107.45,203.51,45.97
1,26,20,51.32,91.53,203.51,45.97
1,27,15,55.56,102.8,274.69,60.76
1,27,6,55.56,93.42,274.69,60.76
1,27,3,55.56,114.69,274.69,60.76
1,27,11,55.56,97.15,274.69,60.76
1,28,26,33.79,73.9,245.7,63.89
1,28,25,33.79,88.82,245.7,63.89
1,28,18,33.79,80.83,245.7,63.89
1,28,8,33.79,96.93,245.7,63.89
1,29,14,65.46,107.24,226.02,36.52
1,29,15,65.46,116.19,226.02,36.52
1,29,12,65.46,119.25,226.02,36.52
1,29,7,65.46,87.6,226.02,36.52
2,0,2,59.16,96.34,229.19,98.09
2,0,10,59.16,109.23,229.19,98.09
2,0,11,59.16,111.32,229.19,98.09
2,0,17,59.16,136.59,229.19,98.09
2,1,2,44.89,85.52,388.28,40.38
2,1,9,44.89,89.32,388.28,40.38
2,1,13,44.89,107.31,388.28,40.38
2,1,29,44.89,102.86,388.28,40.38
2,2,25,62.13,105.84,288.26,63.49
2,2,0,62.13,88.23,288.26,63.49
2,2,12,62.13,127.03,288.26,63.49
2,2,3,62.13,101.45,288.26,63.49
2,3,20,47.4,110.18,284.57,79.07
2,3,11,47.4,88.65,284.57,79.07
2,3,21,47.4,92.41,284.57,79.07
2,3,14,47.4,98.14,284.57,79.07
2,4,14,60.56,98.28,404.58,55.45
2,4,26,60.56,110.15,404.58,55.45
2,4,7,60.56,93.95,404.58,55.45
2,4,5,60.56,101.58,404.58,55.45
2,5,29,49.24,106.98,403.13,64.42
2,5,15,49.24,91.69,403.13,64.42
2,5,27,49.24,101.01,403.13,64.42
2,5,18,49.24,86.95,403.13,64.42
2,6,3,58.11,114.07,235.97,64.26
2,6,8,58.11,114.79,235.97,64.26
2,6,21,58.11,109.94,235.97,64.26
2,6,26,58.11,104.06,235.97,64.26
2,7,18,49.46,107.23,296.89,46.21
2,7,22,49.46,99.89,296.89,46.21
2,7,8,49.46,82.67,296.89,46.21
2,7,24,49.46,109.25,296.89,46.21
2,8,23,71.34,104.7,384.0,55.61
2,8,24,71.34,121.76,384.0,55.61
2,8,6,71.34,136.71,384.0,55.61
2,8,19,71.34,117.3,384.0,55.61
2,9,6,43.87,81.58,294.39,34.24
2,9,11,43.87,100.45,294.39,34.24
2,9,20,43.87,77.12,294.39,34.24
2,9,21,43.87,89.45,294.39,34.24
2,10,27,45.79,90.92,288.77,57.24
2,10,6,45.79,97.94,288.77,57.24
2,10,14,45.79,93.4,288.77,57.24
2,10,0,45.79,100.5,288.77,57.24
2,11,2,52.47,108.22,419.81,55.38
2,11,4,52.47,96.51,419.81,55.38
2,11,15,52.47,89.32,419.81,55.38
2,11,29,52.47,100.78,419.81,55.38
2,12,3,56.13,113.61,244.91,59.52
2,12,7,56.13,100.24,244.91,59.52
2,12,27,56.13,112.14,244.91,59.52
2,12,19,56.13,103.34,244.91,59.52
2,13,22,44.97,95.3,257.54,63.4
2,13,7,44.97,86.17,257.54,63.4
2,13,14,44.97,92.66,257.54,63.4
2,13,29,44.97,80.67,257.54,63.4
2,14,10,49.1,71.94,188.65,37.59
2,14,20,49.1,110.45,188.65,37.59
2,14,15,49.1,101.12,188.65,37.59
2,14,11,49.1,103.62,188.65,37.59
2,15,28,53.01,91.74,241.04,53.38
2,15,8,53.01,94.88,241.04,53.38
2,15,20,53.01,111.07,241.04,53.38
2,15,19,53.01,84.55,241.04,53.38
2,16,29,63.36,131.74,288.71,40.6
2,16,22,63.36,117.27,288.71,40.6
2,16,15,63.36,124.78,288.71,40.6
2,16,7,63.36,101.95,288.71,40.6
2,17,0,42.61,103.14,343.83,24.4
2,17,23,42.61,84.88,343.83,24.4
2,17,29,42.61,75.06,343.83,24.4
2,17,27,42.61,112.8,343.83,24.4
2,18,25,46.16,111.89,333.98,35.86
2,18,7,46.16,102.89,333.98,35.86
2,18,16,46.16,94.02,333.98,35.86
2,18,3,46.16,94.89,333.98,35.86
2,19,24,53.38,105.8,293.6,22.47
2,19,22,53.38,102.03,293.6,22.47
2,19,16,53.38,101.53,293.6,22.47
2,19,2,53.38,105.72,293.6,22.47
2,20,25,53.54,109.71,282.2,57.62
2,20,6,53.54,102.81,282.2,57.62
2,20,1,53.54,96.56,282.2,57.62
2,20,26,53.54,116.01,282.2,57.62
2,21,22,37.56,88.28,188.11,20.04
2,21,0,37.56,83.48,188.11,20.04
2,21,12,37.56,103.68,188.11,20.04
2,21,29,37.56,94.25,188.11,20.04
2,22,0,48.0,98.37,331.15,47.7
2,22,6,48.0,95.78,331.15,47.7
2,22,27,48.0,102.59,331.15,47.7
2,22,17,48.0,69.83,331.15,47.7
2,23,7,60.11,108.2,253.78,17.97
2,23,8,60.11,108.61,253.78,17.97
2,23,17,60.11,118.39,253.78,17.97
2,23,5,60.11,101.11,253.78,17.97
2,24,5,44.94,97.02,307.94,49.53
2,24,7,44.94,101.52,307.94,49.53
2,24,22,44.94,99.0,307.94,49.53
2,24,6,44.94,96.97,307.94,49.53
2,25,3,48.8,97.62,354.77,54.15
2,25,12,48.8,106.27,354.77,54.15
2,25,14,48.8,95.36,354.77,54.15
2,25,2,48.8,87.8,354.77,54.15
2,26,1,33.97,77.88,302.19,44.27
2,26,28,33.97,91.49,302.19,44.27
2,26,4,33.97,92.29,302.19,44.27
2,26,20,33.97,78.57,302.19,44.27
2,27,15,48.76,100.73,296.54,50.5
2,27,6,48.76,105.77,296.54,50.5
2,27,3,48.76,99.29,296.54,50.5
2,27,11,48.76,95.61,296.54,50.5
2,28,26,47.33,87.75,252.03,63.6
2,28,25,47.33,107.08,252.03,63.6
2,28,18,47.33,86.43,252.03,63.6
2,28,8,47.33,104.04,252.03,63.6
2,29,14,53.45,102.61,345.15,57.0
2,29,15,53.45,109.04,345.15,57.0
2,29,12,53.45,84.37,345.15,57.0
2,29,7,53.45,112.25,345.15,57.0
3,0,2,24.63,59.81,290.68,28.17
3,0,10,24.63,89.28,290.68,28.17
3,0,11,24.63,82.38,290.68,28.17
3,0,17,24.63,54.06,290.68,28.17
3,1,2,56.4,114.85,321.91,49.63
3,1,9,56.4,118.45,321.91,49.63
3,1,13,56.4,112.99,321.91,49.63
3,1,29,56.4,108.27,321.91,49.63
3,2,25,55.24,107.03,362.93,57.73
3,2,0,55.24,96.07,362.93,57.73
3,2,12,55.24,110.88,362.93,57.73
3,2,3,55.24,118.42,362.93,57.73
3,3,20,71.39,108.49,358.88,43.33
3,3,11,71.39,119.98,358.88,43.33
3,3,21,71.39,130.71,358.88,43.33
3,3,14,71.39,139.19,358.88,43.33
3,4,14,42.02,94.15,308.76,55.78
3,4,26,42.02,114.9,308.76,55.78
3,4,7,42.02,101.03,308.76,55.78
3,4,5,42.02,86.78,308.76,55.78
3,5,29,56.38,115.91,250.62,52.16
3,5,15,56.38,108.55,250.62,52.16
3,5,27,56.38,123.15,250.62,52.16
3,5,18,56.38,109.83,250.62,52.16
3,6,3,62.56,102.36,263.58,71.29
3,6,8,62.56,103.5,263.58,71.29
3,6,21,62.56,109.1,263.58,71.29
3,6,26,62.56,108.04,263.58,71.29
3,7,18,58.14,105.27,193.82,56.52
3,7,22,58.14,114.01,193.82,56.52
3,7,8,58.14,108.93,193.82,56.52
3,7,24,58.14,114.33,193.82,56.52
3,8,23,45.81,124.6,306.74,45.92
3,8,24,45.81,84.65,306.74,45.92
3,8,6,45.81,95.44,306.74,45.92
3,8,19,45.81,108.87,306.74,45.92
3,9,6,60.53,105.25,339.75,59.65
3,9,11,60.53,116.21,339.75,59.65
3,9,20,60.53,125.03,339.75,59.65
3,9,21,60.53,103.67,339.75,59.65
3,10,27,37.88,74.49,352.68,46.92
3,10,6,37.88,78.29,352.68,46.92
3,10,14,37.88,94.35,352.68,46.92
3,10,0,37.88,89.26,352.68,46.92
3,11,2,51.92,114.96,330.92,51.88
3,11,4,51.92,79.38,330.92,51.88
3,11,15,51.92,83.43,330.92,51.88
3,11,29,51.92,115.31,330.92,51.88
3,12,3,52.77,100.63,237.84,43.34
3,12,7,52.77,107.03,237.84,43.34
3,12,27,52.77,91.16,237.84,43.34
3,12,19,52.77,93.7,237.84,43.34
3,13,22,52.42,113.23,343.49,42.69
3,13,7,52.42,104.16,343.49,42.69
3,13,14,52.42,98.21,343.49,42.69
3,13,29,52.42,97.24,343.49,42.69
3,14,10,68.08,120.46,305.03,34.61
3,14,20,68.08,121.34,305.03,34.61
3,14,15,68.08,126.99,305.03,34.61
3,14,11,68.08,97.72,305.03,34.61
3,15,28,56.09,114.55,248.65,41.13
3,15,8,56.09,113.0,248.65,41.13
3,15,20,56.09,116.05,248.65,41.13
3,15,19,56.09,107.67,248.65,41.13
3,16,29,52.14,84.24,286.39,33.04
3,16,22,52.14,79.97,286.39,33.04
3,16,15,52.14,106.84,286.39,33.04
3,16,7,52.14,131.0,286.39,33.04
3,17,0,54.46,104.82,249.46,46.28
3,17,23,54.46,99.49,249.46,46.28
3,17,29,54.46,104.86,249.46,46.28
3,17,27,54.46,92.74,249.46,46.28
3,18,25,48.45,102.2,272.68,44.98
3,18,7,48.45,95.06,272.68,44.98
3,18,16,48.45,101.87,272.68,44.98
3,18,3,48.45,108.27,272.68,44.98
3,19,24,58.82,102.67,282.71,46.16
3,19,22,58.82,112.29,282.71,46.16
3,19,16,58.82,105.39,282.71,46.16
3,19,2,58.82,117.36,282.71,46.16
3,20,25,32.87,84.71,302.99,79.98
3,20,6,32.87,68.77,302.99,79.98
3,20,1,32.87,92.54,302.99,79.98
3,20,26,32.87,93.01,302.99,79.98
3,21,22,39.54,89.69,205.04,6.49
3,21,0,39.54,94.3,205.04,6.49
3,21,12,39.54,88.8,205.04,6.49
3,21,29,39.54,77.08,205.04,6.49
3,22,0,57.89,107.73,316.58,30.02
3,22,6,57.89,119.02,316.58,30.02
3,22,27,57.89,101.19,316.58,30.02
3,22,17,57.89,124.6,316.58,30.02
3,23,7,51.26,125.89,296.68,59.86
3,23,8,51.26,112.94,296.68,59.86
3,23,17,51.26,107.08,296.68,59.86
3,23,5,51.26,99.86,296.68,59.86
3,24,5,36.0,105.29,251.53,66.18
3,24,7,36.0,90.11,251.53,66.18
3,24,22,36.0,81.62,251.53,66.18
3,24,6,36.0,72.27,251.53,66.18
3,25,3,47.04,95.61,273.43,59.05
3,25,12,47.04,99.72,273.43,59.05
3,25,14,47.04,95.83,273.43,59.05
3,25,2,47.04,108.12,273.43,59.05
3,26,1,35.19,68.46,371.59,48.27
3,26,28,35.19,96.49,371.59,48.27
3,26,4,35.19,82.85,371.59,48.27
3,26,20,35.19,74.72,371.59,48.27
3,27,15,45.64,104.22,242.21,69.84
3,27,6,45.64,108.82,242.21,69.84
3,27,3,45.64,88.15,242.21,69.84
3,27,11,45.64,98.25,242.21,69.84
3,28,26,61.22,107.22,329.25,36.84
3,28,25,61.22,109.23,329.25,36.84
3,28,18,61.22,116.93,329.25,36.84
3,28,8,61.22,125.19,329.25,36.84
3,29,14,51.47,120.67,280.32,41.47
3,29,15,51.47,89.34,280.32,41.47
3,29,12,51.47,95.17,280.32,41.47
3,29,7,51.47,102.24,280.32,41.47
4,0,2,39.97,105.59,288.65,51.56
4,0,10,39.97,85.05,288.65,51.56
4,0,11,39.97,95.74,288.65,51.56
4,0,17,39.97,87.96,288.65,51.56
4,1,2,41.2,96.0,271.04,60.3
4,1,9,41.2,102.54,271.04,60.3
4,1,13,41.2,82.89,271.04,60.3
4,1,29,41.2,95.71,271.04,60.3
4,2,25,50.85,89.13,287.26,50.16
4,2,0,50.85,96.16,287.26,50.16
4,2,12,50.85,100.81,287.26,50.16
4,2,3,50.85,109.8,287.26,50.16
4,3,20,63.39,113.2,301.15,67.48
4,3,11,63.39,115.03,301.15,67.48
4,3,21,63.39,110.87,301.15,67.48
4,3,14,63.39,133.85,301.15,67.48
4,4,14,30.87,79.42,207.8,29.75
4,4,26,30.87,81.96,207.8,29.75
4,4,7,30.87,87.67,207.8,29.75
4,4,5,30.87,81.9,207.8,29.75
4,5,29,57.17,102.93,301.38,43.66
4,5,15,57.17,112.33,301.38,43.66
4,5,27,57.17,112.43,301.38,43.66
4,5,18,57.17,116.51,301.38,43.66
4,6,3,53.51,109.75,373.51,31.62
4,6,8,53.51,94.08,373.51,31.62
4,6,21,53.51,85.97,373.51,31.62
4,6,26,53.51,83.19,373.51,31.62
4,7,18,56.28,116.95,203.56,76.54
4,7,22,56.28,97.07,203.56,76.54
4,7,8,56.28,105.77,203.56,76.54
4,7,24,56.28,96.28,203.56,76.54
4,8,23,31.79,79.94,349.42,52.32
4,8,24,31.79,76.62,349.42,52.32
4,8,6,31.79,80.29,349.42,52.32
4,8,19,31.79,83.24,349.42,52.32
4,9,6,38.13,90.28,419.37,54.44
4,9,11,38.13,101.56,419.37,54.44
4,9,20,38.13,85.65,419.37,54.44
4,9,21,38.13,76.18,419.37,54.44
4,10,27,18.42,79.1,299.76,49.8
4,10,6,18.42,69.33,299.76,49.8
4,10,14,18.42,56.79,299.76,49.8
4,10,0,18.42,70.18,299.76,49.8
4,11,2,46.74,106.39,310.34,32.03
4,11,4,46.74,93.43,310.34,32.03
4,11,15,46.74,81.89,310.34,32.03
4,11,29,46.74,98.17,310.34,32.03
4,12,3,29.02,82.95,234.55,56.44
4,12,7,29.02,101.48,234.55,56.44
4,12,27,29.02,87.46,234.55,56.44
4,12,19,29.02,101.17,234.55,56.44
4,13,22,65.0,105.63,386.86,51.86
4,13,7,65.0,112.32,386.86,51.86
4,13,14,65.0,124.21,386.86,51.86
4,13,29,65.0,117.06,386.86,51.86
4,14,10,56.25,83.98,298.21,42.2
4,14,20,56.25,115.5,298.21,42.2
4,14,15,56.25,106.56,298.21,42.2
4,14,11,56.25,106.35,298.21,42.2
4,15,28,59.45,118.52,409.47,60.65
4,15,8,59.45,104.85,409.47,60.65
4,15,20,59.45,106.84,409.47,60.65
4,15,19,59.45,132.82,409.47,60.65
4,16,29,48.18,96.87,307.17,63.68
4,16,22,48.18,110.73,307.17,63.68
4,16,15,48.18,100.3,307.17,63.68
4,16,7,48.18,82.76,307.17,63.68
4,17,0,46.36,111.81,311.41,60.23
4,17,23,46.36,78.83,311.41,60.23
4,17,29,46.36,86.06,311.41,60.23
4,17,27,46.36,105.06,311.41,60.23
4,18,25,45.02,89.64,254.67,36.15
4,18,7,45.02,71.25,254.67,36.15
4,18,16,45.02,82.86,254.67,36.15
4,18,3,45.02,96.0,254.67,36.15
4,19,24,54.45,98.38,289.59,56.58
4,19,22,54.45,115.98,289.59,56.58
4,19,16,54.45,96.17,289.59,56.58
4,19,2,54.45,96.85,289.59,56.58
4,20,25,60.65,103.87,416.35,39.77
4,20,6,60.65,108.84,416.35,39.77
4,20,1,60.65,102.25,416.35,39.77
4,20,26,60.65,109.77,416.35,39.77
4,21,22,68.32,124.03,255.1,36.21
4,21,0,68.32,106.97,255.1,36.21
4,21,12,68.32,128.92,255.1,36.21
4,21,29,68.32,113.64,255.1,36.21
4,22,0,58.45,119.72,279.16,43.08
4,22,6,58.45,127.3,279.16,43.08
4,22,27,58.45,126.16,279.16,43.08
4,22,17,58.45,108.59,279.16,43.08
4,23,7,75.89,112.68,254.15,48.47
4,23,8,75.89,120.77,254.15,48.47
4,23,17,75.89,114.16,254.15,48.47
4,23,5,75.89,136.76,254.15,48.47
4,24,5,61.88,108.38,315.02,53.52
4,24,7,61.88,112.48,315.02,53.52
4,24,22,61.88,123.62,315.02,53.52
4,24,6,61.88,114.25,315.02,53.52
4,25,3,33.11,82.57,322.18,56.09
4,25,12,33.11,84.11,322.18,56.09
4,25,14,33.11,80.86,322.18,56.09
4,25,2,33.11,86.48,322.18,56.09
4,26,1,51.18,96.04,323.85,46.2
4,26,28,51.18,93.0,323.85,46.2
4,26,4,51.18,110.68,323.85,46.2
4,26,20,51.18,120.31,323.85,46.2
4,27,15,51.66,107.46,339.49,50.64
4,27,6,51.66,91.8,339.49,50.64
4,27,3,51.66,100.45,339.49,50.64
4,27,11,51.66,91.92,339.49,50.64
4,28,26,37.67,84.38,334.74,36.85
4,28,25,37.67,80.38,334.74,36.85
4,28,18,37.67,68.83,334.74,36.85
4,28,8,37.67,99.38,334.74,36.85
4,29,14,58.43,119.76,345.75,33.55
4,29,15,58.43,88.89,345.75,33.55
4,29,12,58.43,102.42,345.75,33.55
4,29,7,58.43,110.47,345.75,33.55
5,0,2,38.63,112.2,421.72,55.31
5,0,10,38.63,83.26,421.72,55.31
5,0,11,38.63,97.1,421.72,55.31
5,0,17,38.63,98.11,421.72,55.31
5,1,2,62.37,116.95,368.89,63.43
5,1,9,62.37,115.47,368.89,63.43
5,1,13,62.37,129.86,368.89,63.43
5,1,29,62.37,112.84,368.89,63.43
5,2,25,65.66,134.54,333.4,35.51
5,2,0,65.66,116.62,333.4,35.51
5,2,12,65.66,107.71,333.4,35.51
5,2,3,65.66,121.19,333.4,35.51
5,3,20,22.89,92.55,299.02,17.45
5,3,11,22.89,80.76,299.02,17.45
5,3,21,22.89,84.06,299.02,17.45
5,3,14,22.89,79.49,299.02,17.45
5,4,14,50.76,118.94,332.96,37.22
5,4,26,50.76,101.38,332.96,37.22
5,4,7,50.76,92.85,332.96,37.22
5,4,5,50.76,111.46,332.96,37.22
5,5,29,40.89,98.97,328.08,30.17
5,5,15,40.89,108.44,328.08,30.17
5,5,27,40.89,90.38,328.08,30.17
5,5,18,40.89,91.07,328.08,30.17
5,6,3,50.32,100.37,283.79,52.15
5,6,8,50.32,94.51,283.79,52.15
5,6,21,50.32,104.85,283.79,52.15
5,6,26,50.32,89.72,283.79,52.15
5,7,18,58.87,98.4,394.39,71.72
5,7,22,58.87,78.29,394.39,71.72
5,7,8,58.87,92.73,394.39,71.72
